t,Pd,G[1],G[2],G[3],G[4],G[5],G[6],G[7],G[8],G[9],G[10],H[1],H[2],W[1],W[2],W[3],W[4],W[5],Gerado,Corte
0,3000,155.0,320.0,323.0,275.0,230.0,350.0,220.0,225.0,350.0,450.0,0.0,0.0,30.24870907824529,43.20237575174439,5.419872318156406,2.2550754362952896e-08,23.129071827129803,3000.0000289978266,0
